Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice
38139KANPUR AGENT 1PROD E,Jun-04,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,59040,37440,81600,177770,6.15
38169KANPUR AGENT 1PROD E,Jul-04,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,76320,60000,77760,310388,6.15
38200KANPUR AGENT 1PROD E,Aug-04,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,48960,60480,21120,151390,6.2
38231KANPUR AGENT 1PROD E,Sep-04,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,36960,32640,62400,78430,6.2
38261KANPUR AGENT 1PROD E,Oct-04,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,41760,56640,1920,76776,6.2
38292KANPUR AGENT 1PROD E,Nov-04,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,45120,16800,59040,62534,6.2
38322KANPUR AGENT 1PROD E,Dec-04,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,46080,30720,17280,49804,6.2
38353KANPUR AGENT 1PROD E,Jan-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,37920,1920,38400,38213,6.2
38384KANPUR AGENT 1PROD E,Feb-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,32160,2400,51840,39087,6.2
38412KANPUR AGENT 1PROD E,Mar-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,28320,22080,43200,34163,6.2
38443KANPUR AGENT 1PROD E,Apr-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,54240,32640,25920,52345,6.2
38473KANPUR AGENT 1PROD E,May-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,44160,4320,56640,48371,6.2
38504KANPUR AGENT 1PROD E,Jun-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,43200,16800,50880,60734,6.2
38534KANPUR AGENT 1PROD E,Jul-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,57600,23520,138240,64583,6.2
38565KANPUR AGENT 1PROD E,Aug-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,91200,208320,19200,122720,6.2
38596KANPUR AGENT 1PROD E,Sep-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,29280,68160,37920,34400,6.2
38626KANPUR AGENT 1PROD E,Oct-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,23520,38400,12960,41640,6.2
38657KANPUR AGENT 1PROD E,Nov-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,38880,27840,42240,60081,6.2
38687KANPUR AGENT 1PROD E,Dec-05,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,39840,31200,46080,54226,6.2
38718KANPUR AGENT 1PROD E,Jan-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,31200,37440,0,44071,6.2
38749KANPUR AGENT 1PROD E,Feb-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,24000,6240,40320,34357,6.2
38777KANPUR AGENT 1PROD E,Mar-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,14400,22560,14400,21004,6.2
38808KANPUR AGENT 1PROD E,Apr-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,31680,17280,51840,56863,6.2
38838KANPUR AGENT 1PROD E,May-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,22560,37440,36000,65581,6.2
38869KANPUR AGENT 1PROD E,Jun-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,28320,50880,52816,44138,6.2
38899KANPUR AGENT 1PROD E,Jul-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,30240,44176,24000,40927,6.2
38930KANPUR AGENT 1PROD E,Aug-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,97920,75872,70080,29964,6.2
38961KANPUR AGENT 1PROD E,Sep-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,25920,24016,60000,57407,6.2
38991KANPUR AGENT 1PROD E,Oct-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,21120,58096,0,28826,6.2
39022KANPUR AGENT 1PROD E,Nov-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,23760,36976,20980,36926,6.2
39052KANPUR AGENT 1PROD E,Dec-06,KANPUR BRANCH,KANPUR AGENT 1,CPMNT,PROD E,24480,34196,22080,33949,6.2
37987MUMBAI AGENT 3PROD E,Jan-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,95520,0,112296,0,6.15
38018MUMBAI AGENT 3PROD E,Feb-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,81120,16776,98400,91672,6.15
38047MUMBAI AGENT 3PROD E,Mar-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,74400,35016,56647,98154,6.15
38078MUMBAI AGENT 3PROD E,Apr-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,91680,17263,136320,235626,6.15
38108MUMBAI AGENT 3PROD E,May-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,121920,61903,97440,199314,6.15
38139MUMBAI AGENT 3PROD E,Jun-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,106080,8623,147840,193430,6.15
38169MUMBAI AGENT 3PROD E,Jul-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,114720,50383,103918,227960,7.15
38200MUMBAI AGENT 3PROD E,Aug-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,100320,39581,98400,295328,6.2
38231MUMBAI AGENT 3PROD E,Sep-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,102240,35520,92640,98761,6.2
38261MUMBAI AGENT 3PROD E,Oct-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,126720,25920,144480,118128,6.2
38292MUMBAI AGENT 3PROD E,Nov-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,89280,43680,46080,110104,6.2
38322MUMBAI AGENT 3PROD E,Dec-04,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,97440,480,113280,106610,6.2
38353MUMBAI AGENT 3PROD E,Jan-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,99360,16320,128640,99862,6.2
38384MUMBAI AGENT 3PROD E,Feb-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,78240,45600,58080,95181,6.2
38412MUMBAI AGENT 3PROD E,Mar-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,60000,25440,58080,82943,
38443MUMBAI AGENT 3PROD E,Apr-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,107520,23520,120480,92812,6.2
38473MUMBAI AGENT 3PROD E,May-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,99840,36480,95520,102451,6.2
38504MUMBAI AGENT 3PROD E,Jun-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,150240,32160,172320,123533,6.2
38534MUMBAI AGENT 3PROD E,Jul-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,55200,42240,14880,111435,6.2
38565MUMBAI AGENT 3PROD E,Aug-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,259200,0,286080,230906,6.2
38596MUMBAI AGENT 3PROD E,Sep-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,100320,13440,172800,123272,6.2
38626MUMBAI AGENT 3PROD E,Oct-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,183360,85440,205440,238254,6.2
38657MUMBAI AGENT 3PROD E,Nov-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,116160,53760,64800,103800,6.2
38687MUMBAI AGENT 3PROD E,Dec-05,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,198720,1920,340800,241296,6.2
38718MUMBAI AGENT 3PROD E,Jan-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,193920,144000,182400,237096,6.2
38749MUMBAI AGENT 3PROD E,Feb-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,104640,84480,161280,151092,6.2
38777MUMBAI AGENT 3PROD E,Mar-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,94560,0,172800,38122,6.2
38808MUMBAI AGENT 3PROD E,Apr-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,104340,46080,72000,85835,6.2
38838MUMBAI AGENT 3PROD E,May-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,111360,13740,218400,119638,6.2
38869MUMBAI AGENT 3PROD E,Jun-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,99840,4140,282204,141241,6.2
38899MUMBAI AGENT 3PROD E,Jul-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,50880,12444,242400,51609,
38930MUMBAI AGENT 3PROD E,Aug-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,80640,46044,99804,64006,
38961MUMBAI AGENT 3PROD E,Sep-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,58080,13404,132000,90252,
38991MUMBAI AGENT 3PROD E,Oct-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,59520,82524,48000,86297,
39022MUMBAI AGENT 3PROD E,Nov-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,48960,65244,73920,86980,
39052MUMBAI AGENT 3PROD E,Dec-06,MUMBAI BRANCH,MUMBAI AGENT 3,CPMNT,PROD E,37440,51754,60000,77959,
37987MUMBAI AGENT 4PROD E,Jan-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,14400,10560,39360,27329,
38018MUMBAI AGENT 4PROD E,Feb-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,19680,34560,10080,24047,
38047MUMBAI AGENT 4PROD E,Mar-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,18960,24960,12000,22397,
38078MUMBAI AGENT 4PROD E,Apr-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,23040,18000,21600,35922,6.15
38108MUMBAI AGENT 4PROD E,May-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,33240,16560,19200,40982,6.15
38139MUMBAI AGENT 4PROD E,Jun-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,27600,2520,34560,48000,6.15
38169MUMBAI AGENT 4PROD E,Jul-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,34424,9480,24944,52464,6.15
38200MUMBAI AGENT 4PROD E,Aug-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,19520,0,41280,51706,6.2
38231MUMBAI AGENT 4PROD E,Sep-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,23040,21760,10080,24096,6.2
38261MUMBAI AGENT 4PROD E,Oct-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,21120,8800,21600,29923,6.2
38292MUMBAI AGENT 4PROD E,Nov-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,22210,8800,30240,26340,
38322MUMBAI AGENT 4PROD E,Dec-04,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,21000,16830,9120,22936,
38353MUMBAI AGENT 4PROD E,Jan-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,20676,4950,24630,18571,6.2
38384MUMBAI AGENT 4PROD E,Feb-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,44540,17508,36480,34200,6.2
38412MUMBAI AGENT 4PROD E,Mar-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,15180,4724,32160,15000,6.2
38443MUMBAI AGENT 4PROD E,Apr-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,25478,21704,12014,21267,6.2
38473MUMBAI AGENT 4PROD E,May-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,17164,8240,20160,24936,6.2
38504MUMBAI AGENT 4PROD E,Jun-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,28416,11236,20160,29671,6.2
38534MUMBAI AGENT 4PROD E,Jul-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,27328,2980,34056,31847,6.2
38565MUMBAI AGENT 4PROD E,Aug-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,12132,9708,2880,16196,6.2
38596MUMBAI AGENT 4PROD E,Sep-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,23844,456,40800,21500,6.2
38626MUMBAI AGENT 4PROD E,Oct-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,38976,34824,62400,52372,6.2
38657MUMBAI AGENT 4PROD E,Nov-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,35600,58248,1920,53622,6.2
38687MUMBAI AGENT 4PROD E,Dec-05,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,43296,24568,48000,49020,6.2
38718MUMBAI AGENT 4PROD E,Jan-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,36888,29272,87360,56218,6.2
38749MUMBAI AGENT 4PROD E,Feb-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,14320,39872,0,23000,6.2
38777MUMBAI AGENT 4PROD E,Mar-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,12074,25552,440,15485,6.2
38808MUMBAI AGENT 4PROD E,Apr-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,18650,13918,31320,29508,6.2
38838MUMBAI AGENT 4PROD E,May-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,22585,12188,21600,29016,6.2
38869MUMBAI AGENT 4PROD E,Jun-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,24252,11204,25920,24135,6.2
38899MUMBAI AGENT 4PROD E,Jul-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,12892,12872,0,19565,6.2
38930MUMBAI AGENT 4PROD E,Aug-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,19704,0,24000,24481,6.2
38961MUMBAI AGENT 4PROD E,Sep-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,16872,4296,16320,25264,6.2
38991MUMBAI AGENT 4PROD E,Oct-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,20436,3744,38400,27663,6.2
39022MUMBAI AGENT 4PROD E,Nov-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,18492,21708,9600,19508,6.2
39052MUMBAI AGENT 4PROD E,Dec-06,MUMBAI BRANCH,MUMBAI AGENT 4,CPMNT,PROD E,12996,12816,19224,19756,6.2
37987MUMBAI AGENT 1PROD E,Jan-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,11280,11784,12000,2572,
38018MUMBAI AGENT 1PROD E,Feb-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,15780,12504,4800,2264,
38047MUMBAI AGENT 1PROD E,Mar-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,19880,3048,48960,0,
38078MUMBAI AGENT 1PROD E,Apr-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,16780,16064,7200,0,6.15
38108MUMBAI AGENT 1PROD E,May-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,13144,6484,14880,27942,6.15
38139MUMBAI AGENT 1PROD E,Jun-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,19260,8220,11040,29912,6.15
38169MUMBAI AGENT 1PROD E,Jul-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,17172,0,30240,19872,6.15
38200MUMBAI AGENT 1PROD E,Aug-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,12204,13068,10080,30177,6.2
38231MUMBAI AGENT 1PROD E,Sep-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,13188,10944,12480,15875,6.2
38261MUMBAI AGENT 1PROD E,Oct-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,12680,10236,11040,18740,6.2
38292MUMBAI AGENT 1PROD E,Nov-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,16140,8576,14400,15448,6.2
38322MUMBAI AGENT 1PROD E,Dec-04,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,15087,6836,8720,12623,6.2
38353MUMBAI AGENT 1PROD E,Jan-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,11724,469,19680,11030,6.2
38384MUMBAI AGENT 1PROD E,Feb-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,8676,8425,10080,12350,6.2
38412MUMBAI AGENT 1PROD E,Mar-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,9060,9829,5760,11381,6.2
38443MUMBAI AGENT 1PROD E,Apr-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,12828,6529,25920,14999,6.2
38473MUMBAI AGENT 1PROD E,May-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,11640,19621,12000,12546,6.2
38504MUMBAI AGENT 1PROD E,Jun-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,18061,9901,8160,23383,6.2
38534MUMBAI AGENT 1PROD E,Jul-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,17296,0,28320,19493,6.2
38565MUMBAI AGENT 1PROD E,Aug-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,7884,11024,10080,26350,6.2
38596MUMBAI AGENT 1PROD E,Sep-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,17868,13220,16860,22724,6.2
38626MUMBAI AGENT 1PROD E,Oct-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,13352,12212,12000,22586,6.2
38657MUMBAI AGENT 1PROD E,Nov-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,15528,10860,10560,17508,6.2
38687MUMBAI AGENT 1PROD E,Dec-05,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,14094,5892,14880,18157,6.2
38718MUMBAI AGENT 1PROD E,Jan-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,8592,6678,9600,21166,6.2
38749MUMBAI AGENT 1PROD E,Feb-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,9684,7686,21600,15800,6.2
38777MUMBAI AGENT 1PROD E,Mar-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,5040,19602,0,6411,6.2
38808MUMBAI AGENT 1PROD E,Apr-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,15066,14082,14400,16648,6.2
38838MUMBAI AGENT 1PROD E,May-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,15912,13416,10080,16553,6.2
38869MUMBAI AGENT 1PROD E,Jun-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,14868,7584,10080,15254,6.2
38899MUMBAI AGENT 1PROD E,Jul-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,11256,2796,22080,15203,6.2
38930MUMBAI AGENT 1PROD E,Aug-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,14196,12180,12000,12872,6.2
38961MUMBAI AGENT 1PROD E,Sep-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,17964,9984,8160,19077,6.2
38991MUMBAI AGENT 1PROD E,Oct-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,13668,180,24000,16860,6.2
39022MUMBAI AGENT 1PROD E,Nov-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,14448,10512,16800,14928,6.2
39052MUMBAI AGENT 1PROD E,Dec-06,MUMBAI BRANCH,MUMBAI AGENT 1,CPMNT,PROD E,13080,12864,12000,13275,6.2
38869MUMBAI AGENT 5PROD E,Jun-06,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD E,6240,0,0,0,6.2
38899MUMBAI AGENT 5PROD E,Jul-06,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD E,34080,0,0,21585,6.2
38930MUMBAI AGENT 5PROD E,Aug-06,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD E,36000,0,0,54002,6.2
38961MUMBAI AGENT 5PROD E,Sep-06,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD E,43680,0,0,54761,6.2
38991MUMBAI AGENT 5PROD E,Oct-06,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD E,38400,0,0,42054,6.2
39022MUMBAI AGENT 5PROD E,Nov-06,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD E,37440,0,0,32451,6.2
39052MUMBAI AGENT 5PROD E,Dec-06,MUMBAI BRANCH,MUMBAI AGENT 5,CPMNT,PROD E,38400,0,0,23733,6.2
37987MUMBAI AGENT 2PROD E,Jan-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,10560,12480,39360,26605,6.15
38018MUMBAI AGENT 2PROD E,Feb-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,12480,21600,12000,23410,
38047MUMBAI AGENT 2PROD E,Mar-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,9600,21120,7200,11993,
38078MUMBAI AGENT 2PROD E,Apr-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,9600,18720,12000,32000,6.15
38108MUMBAI AGENT 2PROD E,May-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,12000,21120,12000,26078,6.15
38139MUMBAI AGENT 2PROD E,Jun-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,12000,1440,25920,29912,
38169MUMBAI AGENT 2PROD E,Jul-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,11040,15360,10080,29570,
38200MUMBAI AGENT 2PROD E,Aug-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,23240,28800,1920,50464,6.2
38231MUMBAI AGENT 2PROD E,Sep-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,8640,3740,10560,9802,
38261MUMBAI AGENT 2PROD E,Oct-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,12000,5660,13920,14352,
38292MUMBAI AGENT 2PROD E,Nov-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,6240,7580,20160,10554,6.2
38322MUMBAI AGENT 2PROD E,Dec-04,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,15840,21500,10080,9777,6.2
38353MUMBAI AGENT 2PROD E,Jan-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,9600,15740,0,9852,6.2
38384MUMBAI AGENT 2PROD E,Feb-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,6720,1340,11520,9500,
38412MUMBAI AGENT 2PROD E,Mar-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,4700,6140,3840,8868,
38443MUMBAI AGENT 2PROD E,Apr-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,9600,5280,23520,9011,
38473MUMBAI AGENT 2PROD E,May-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,8640,19200,0,9181,
38504MUMBAI AGENT 2PROD E,Jun-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,14880,480,24960,16935,6.2
38534MUMBAI AGENT 2PROD E,Jul-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,14400,10560,12000,15393,6.2
38565MUMBAI AGENT 2PROD E,Aug-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,8160,8160,0,18860,6.2
38596MUMBAI AGENT 2PROD E,Sep-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,9600,0,19680,17515,6.2
38626MUMBAI AGENT 2PROD E,Oct-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,8640,10080,5760,16478,6.2
38657MUMBAI AGENT 2PROD E,Nov-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,7680,7200,4800,12456,6.2
38687MUMBAI AGENT 2PROD E,Dec-05,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,9600,4320,12000,13550,6.2
38718MUMBAI AGENT 2PROD E,Jan-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,8160,6720,1440,15043,
38749MUMBAI AGENT 2PROD E,Feb-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,12000,0,36000,9800,6.2
38777MUMBAI AGENT 2PROD E,Mar-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,5760,24000,0,4863,
38808MUMBAI AGENT 2PROD E,Apr-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,10560,18240,0,12278,6.2
38838MUMBAI AGENT 2PROD E,May-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,7680,7680,0,12209,6.2
38869MUMBAI AGENT 2PROD E,Jun-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,14280,0,14880,8462,6.2
38899MUMBAI AGENT 2PROD E,Jul-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,7205,93,8640,5985,6.2
38930MUMBAI AGENT 2PROD E,Aug-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,11698,1528,19200,13342,6.2
38961MUMBAI AGENT 2PROD E,Sep-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,9760,9030,4320,13364,6.2
38991MUMBAI AGENT 2PROD E,Oct-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,4440,3590,17760,7440,6.2
39022MUMBAI AGENT 2PROD E,Nov-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,6960,16910,0,10782,
39052MUMBAI AGENT 2PROD E,Dec-06,MUMBAI BRANCH,MUMBAI AGENT 2,CPMNT,PROD E,6960,9950,19200,11073,6.2
37987PARWANOO AGENT 1PROD E,Jan-04,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD E,0,2400,0,0,
38018PARWANOO AGENT 1PROD E,Feb-04,PARWANOO BRANCH,PARWANOO AGENT 1,CPMNT,PROD E,2400,2400,0,0,
